species,gradient_id,elevation_m,lat,lon,sampling_date
Nassauvia looseri Cabrera,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Nassauvia looseri Cabrera,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Nicotiana corymbosa J. Remy,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Nicotiana corymbosa J. Remy,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Nicotiana corymbosa J. Remy,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Nicotiana corymbosa J. Remy,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Nicotiana corymbosa J. Remy,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Nicotiana corymbosa J. Remy,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Nicotiana corymbosa J. Remy,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Nicotiana corymbosa J. Remy,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Nicotiana corymbosa J. Remy,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Noccaea magellanica (Comm. ex Poir.) Holub,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Noccaea magellanica (Comm. ex Poir.) Holub,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Noccaea magellanica (Comm. ex Poir.) Holub,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Oenothera acaulis Cav.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Oreopolus glacialis (Poepp.) Ricardi,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Oriastrum chilense (J. Remy) Wedd.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Oriastrum chilense (J. Remy) Wedd.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Oriastrum chilense (J. Remy) Wedd.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Oriastrum chilense (J. Remy) Wedd.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Oriastrum chilense (J. Remy) Wedd.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Oriastrum lycopodioides (J. Remy) Wedd.,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Oriastrum lycopodioides (J. Remy) Wedd.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Oriastrum lycopodioides (J. Remy) Wedd.,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Oriastrum pentacaenoides Phil.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Oriastrum pusillum Poepp. & Endl,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Oxalis compacta Gillies ex Hook. & Arn. ,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Oxalis penicillata Phil.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Oxalis penicillata Phil.,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Oxalis squamata Zucc.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Oxalis squamata Zucc.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Oxalis squamata Zucc.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Oxalis squamata Zucc.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Oxalis squamata Zucc.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Perezia carthamoides (D. Don) Hook. & Arn.,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Perezia pilifera (D. Don) Hook. & Arn.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Perezia pilifera (D. Don) Hook. & Arn.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Perezia poeppigii Less.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Perezia poeppigii Less.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Perezia poeppigii Less.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Perezia poeppigii Less.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Perezia poeppigii Less.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Phacelia secunda J.F. Gmel. var. secunda,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Phacelia secunda J.F. Gmel. var. secunda,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Phacelia secunda J.F. Gmel. var. secunda,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Phacelia secunda J.F. Gmel. var. secunda,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Poa denudata Steud.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Poa denudata Steud.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Poa denudata Steud.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Poa denudata Steud.,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Poa denudata Steud.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Poa holciformis J. Presl,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Poa holciformis J. Presl,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Poa holciformis J. Presl,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Poa holciformis J. Presl,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Poa holciformis J. Presl,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Poa holciformis J. Presl,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Poa holciformis J. Presl,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Poa holciformis J. Presl,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Poa holciformis J. Presl,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Poa holciformis J. Presl,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Poa secunda J. Presl ,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Poa secunda J. Presl ,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Polygonum bowenkampii Phil.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Polygonum bowenkampii Phil.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Polygonum bowenkampii Phil.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Polygonum bowenkampii Phil.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Pozoa coriacea Lag.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Pozoa coriacea Lag.,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Pozoa coriacea Lag.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Pozoa coriacea Lag.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Quinchamalium parviflorum Phil.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Quinchamalium parviflorum Phil.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Quinchamalium parviflorum Phil.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Rhodolirium montanum Phil.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Rhodolirium montanum Phil.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Rhodolirium montanum Phil.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Rhodolirium montanum Phil.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Rhodolirium montanum Phil.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Rhodolirium montanum Phil.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Rytidosperma pictum (Nees & Meyen) Nicora var. pictum,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Rytidosperma pictum (Nees & Meyen) Nicora var. pictum,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Rytidosperma virescens (E. Desv.) Nicora var. virescens,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Rytidosperma virescens (E. Desv.) Nicora var. virescens,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Rytidosperma virescens (E. Desv.) Nicora var. virescens,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Rytidosperma virescens (E. Desv.) Nicora var. virescens,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Sanicula graveolens Poepp. ex DC.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Sanicula graveolens Poepp. ex DC.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Sanicula graveolens Poepp. ex DC.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Senecio bustillosianus J. Remy var. bustillosianus,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Senecio eruciformis J. Remy var. Eruciformis,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Senecio eruciformis J. Remy var. Eruciformis,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Senecio looseri Cabrera,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Senecio looseri Cabrera,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Senecio looseri Cabrera,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Senecio looseri Cabrera,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Senecio looseri Cabrera,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Senecio looseri Cabrera,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Senecio looseri Cabrera,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Senecio looseri Cabrera,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Senecio pentaphyllus Phil.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Senecio pentaphyllus Phil.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Senecio pentaphyllus Phil.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Senecio pentaphyllus Phil.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Senecio pentaphyllus Phil.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Senecio polygaloides Phil.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Senecio polygaloides Phil.,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Senecio polygaloides Phil.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Senecio polygaloides Phil.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Senecio polygaloides Phil.,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Senega salasiana (Gay) J.F.B. Pastore & Agust.Martinez,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Sisyrinchium arenarium Poepp.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Sisyrinchium arenarium Poepp.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Sisyrinchium arenarium Poepp.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Solenomelus segethii (Phil.) Kuntze,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Solenomelus segethii (Phil.) Kuntze,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Solenomelus segethii (Phil.) Kuntze,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Stachys philippiana Vatke,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Tanacetum parthenium (L.) Sch. Bip.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Taraxacum officinale F.H. Wigg.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Taraxacum officinale F.H. Wigg.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Taraxacum officinale F.H. Wigg.,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Taraxacum officinale F.H. Wigg.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Taraxacum officinale F.H. Wigg.,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Taraxacum officinale F.H. Wigg.,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Taraxacum officinale F.H. Wigg.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Taraxacum officinale F.H. Wigg.,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Taraxacum officinale F.H. Wigg.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Taraxacum officinale F.H. Wigg.,La Parva,3600,-33.31871,-70.26104166666667,2023-01-18
Tetraglochin alatum (Gillies ex Hook. & Arn.) Kuntze,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Tetraglochin alatum (Gillies ex Hook. & Arn.) Kuntze,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Trisetum longiglume Hack.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Trisetum longiglume Hack.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Trisetum longiglume Hack.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Trisetum sp. indet.,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Trisetum sp. indet.,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Tristagma bivalve (Hook. ex Lindl.) Traub,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Tristagma bivalve (Hook. ex Lindl.) Traub,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Tristagma bivalve (Hook. ex Lindl.) Traub,La Parva,2900,-33.32950166666667,-70.28654999999999,2023-01-20
Tropaeolum polyphyllum Cav,La Parva,3100,-33.32688166666667,-70.27770166666667,2023-01-19
Tropaeolum sessilifolium Poepp. & Endl.,La Parva,2500,-33.34429333333333,-70.29843833333334,2023-01-17
Tropaeolum sessilifolium Poepp. & Endl.,La Parva,2600,-33.34408333333334,-70.29429333333333,2023-01-17
Viola atropurpurea Leyb.,La Parva,3300,-33.325138333333335,-70.26480666666667,2023-01-19
Viola atropurpurea Leyb.,La Parva,3500,-33.32036333333334,-70.25692333333333,2023-01-18
Viola philippii Leyb. var. philippii,La Parva,2700,-33.33190666666667,-70.28919166666667,2023-01-18
Viola philippii Leyb. var. philippii,La Parva,2800,-33.331923333333336,-70.284845,2023-01-19
Viola philippii Leyb. var. philippii,La Parva,3000,-33.325755,-70.28260166666666,2023-01-20
Viola philippii Leyb. var. philippii,La Parva,3200,-33.32936,-70.27304166666667,2023-01-19
Viola philippii Leyb. var. philippii,La Parva,3400,-33.32467166666667,-70.261175,2022-12-28
Acaena alpina Poepp. ex Walp. ,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Acaena alpina Poepp. ex Walp. ,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Acaena alpina Poepp. ex Walp. ,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Acaena alpina Poepp. ex Walp. ,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Acaena pinnatifida Ruiz & Pav.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Acaena poeppigiana Gay,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Acaena poeppigiana Gay,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Acaena splendens Hook. & Arn.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Acaena splendens Hook. & Arn.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Acaena splendens Hook. & Arn.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Acaena splendens Hook. & Arn.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Adesmia arachnipes Clos,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Adesmia arachnipes Clos,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Adesmia arachnipes Clos,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Adesmia arachnipes Clos,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Adesmia capitellata (Clos) Hauman,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Adesmia capitellata (Clos) Hauman,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Adesmia capitellata (Clos) Hauman,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Adesmia exilis Clos,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Adesmia glomerula Clos,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Adesmia glomerula Clos,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Adesmia longiseta DC.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Adesmia longiseta DC.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Adesmia longiseta DC.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Adesmia longiseta DC.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Adesmia longiseta DC.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Adesmia montana Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Adesmia montana Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Adesmia montana Phil.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Adesmia papposa (Lag.) DC. var. radicifolia (Clos) M.N. Correa,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Alstroemeria exerens Meyen,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Alstroemeria exerens Meyen,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Alstroemeria exerens Meyen,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Alstroemeria exerens Meyen,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Anarthrophyllum cumingii (Hook. & Arn.) F. Phil,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Anarthrophyllum cumingii (Hook. & Arn.) F. Phil,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Anarthrophyllum cumingii (Hook. & Arn.) F. Phil,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Anarthrophyllum cumingii (Hook. & Arn.) F. Phil,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Anarthrophyllum cumingii (Hook. & Arn.) F. Phil,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Anarthrophyllum gayanum (A. Gray) B.D. Jacks.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Anemone major (Phil.) F. Meigen,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Antennaria chilensis J. Remy var. chilensis,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Antennaria chilensis J. Remy var. chilensis,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Astragalus cruckshanksii (Hook. & Arn.) Griseb.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Astragalus vesiculosus Clos,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Astragalus vesiculosus Clos,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Azorella madreporica Clos,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Azorella madreporica Clos,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Azorella madreporica Clos,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Azorella madreporica Clos,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Azorella madreporica Clos,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Azorella madreporica Clos,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Azorella madreporica Clos,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Azorella ruizii G.M. Plunkett & A.N. Nicolas,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Azorella ruizii G.M. Plunkett & A.N. Nicolas,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Azorella ruizii G.M. Plunkett & A.N. Nicolas,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Azorella ruizii G.M. Plunkett & A.N. Nicolas,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
