species,gradient_id,elevation_m,lat,lon,sampling_date
Nassauvia looseri Cabrera,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Nassauvia looseri Cabrera,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Nassauvia looseri Cabrera,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Nicotiana corymbosa J. Remy,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Nicotiana corymbosa J. Remy,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Nicotiana corymbosa J. Remy,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Nicotiana corymbosa J. Remy,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Nicotiana corymbosa J. Remy,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Noccaea magellanica (Comm. ex Poir.) Holub,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Nototriche compacta (A. Gray) A.W. Hill,Valle Nevado,3700,-33.32133166666667,-70.23131833333333,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. colchaguense (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Olsynium junceum (E. Mey. ex C. Presl) Goldblatt subsp. junceum,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Olsynium philippii (Klatt) Goldblatt subsp. illapelinum (Phil.) J.M. Watson & A.R. Flores,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Oriastrum chilense (J. Remy) Wedd,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Oriastrum lycopodioides (J. Remy) Wedd,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Oriastrum lycopodioides (J. Remy) Wedd,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Oriastrum pentacaenoides Phil.,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Oriastrum pusillum Poepp. & Endl,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Oriastrum pusillum Poepp. & Endl,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Oxalis compacta Gillies ex Hook. & Arn. ,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Oxalis squamata Zucc.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Oxalis squamata Zucc.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Oxalis squamata Zucc.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Oxalis squamata Zucc.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Pappostipa chrysophylla (E. Desv.) Romasch. var. chrysophylla,Valle Nevado,3700,-33.32133166666667,-70.23131833333333,2022-12-29
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Perezia carthamoides (D. Don) Hook. & Arn.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Perezia pilifera (D. Don) Hook. & Arn.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Perezia pilifera (D. Don) Hook. & Arn.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Perezia pilifera (D. Don) Hook. & Arn.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Perezia pilifera (D. Don) Hook. & Arn.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Phacelia cumingii (Benth.) A. Gray,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Phacelia secunda J.F. Gmel. var. secunda,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Plantago barbata G. Forst.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Plantago barbata G. Forst.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Plantago barbata G. Forst.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Plantago grandiflora Meyen,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Poa denudata Steud.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Poa denudata Steud.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Poa denudata Steud.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Poa holciformis J. Presl,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Poa holciformis J. Presl,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Poa holciformis J. Presl,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Poa holciformis J. Presl,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Poa holciformis J. Presl,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Poa holciformis J. Presl,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Poa holciformis J. Presl,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Poa holciformis J. Presl,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Poa holciformis J. Presl,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Poa holciformis J. Presl,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Poa holciformis J. Presl,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Poa secunda J. Presl ,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Poa secunda J. Presl ,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Poa secunda J. Presl ,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Poa secunda J. Presl ,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Poa secunda J. Presl ,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Poa secunda J. Presl ,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Poa secunda J. Presl ,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Poa secunda J. Presl ,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Poa secunda J. Presl ,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Poa secunda J. Presl ,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Poa tristigmatica E. Desv.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Poa tristigmatica E. Desv.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Poa tristigmatica E. Desv.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Poa tristigmatica E. Desv.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Polygonum aviculare L.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Polygonum bowenkampii Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Polygonum bowenkampii Phil.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Polygonum bowenkampii Phil.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Polygonum bowenkampii Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Polygonum bowenkampii Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Pozoa coriacea Lag.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Pozoa coriacea Lag.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Pozoa coriacea Lag.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Pozoa coriacea Lag.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Quinchamalium parviflorum Phil.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Quinchamalium parviflorum Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Quinchamalium parviflorum Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Quinchamalium parviflorum Phil.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Quinchamalium parviflorum Phil.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Quinchamalium parviflorum Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Quinchamalium parviflorum Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Quinchamalium parviflorum Phil.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Rhodolirium montanum Phil.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Rhodolirium montanum Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Rhodolirium montanum Phil.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Rhodolirium montanum Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Rhodolirium montanum Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Rhodolirium montanum Phil.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Rytidosperma pictum (Nees & Meyen) Nicora var. pictum,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Rytidosperma violaceum (E. Desv.) Nicora ,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Rytidosperma violaceum (E. Desv.) Nicora ,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Rytidosperma virescens (E. Desv.) Nicora var. virescens,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Sanicula graveolens Poepp. ex DC.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Sanicula graveolens Poepp. ex DC.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Sanicula graveolens Poepp. ex DC.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Senecio bustillosianus J. Remy var. bustillosianus,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Senecio eruciformis J. Remy var. eruciformis,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Senecio eruciformis J. Remy var. eruciformis,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Senecio looseri Cabrera,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Senecio looseri Cabrera,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Senecio looseri Cabrera,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Senecio looseri Cabrera,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Senecio looseri Cabrera,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Senecio looseri Cabrera,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Senecio pentaphyllus Phil.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Senecio pentaphyllus Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Senecio pentaphyllus Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Senecio pentaphyllus Phil.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Senecio pentaphyllus Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Senecio pentaphyllus Phil.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Senecio polygaloides Phil.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Senecio polygaloides Phil.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Senecio polygaloides Phil.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Senecio polygaloides Phil.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Senecio polygaloides Phil.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Senecio polygaloides Phil.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Senecio polygaloides Phil.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Senecio polygaloides Phil.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Senecio polygaloides Phil.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Silene andicola Gillies ex Hook. & Arn. ,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Sisyrinchium arenarium Poepp.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Sisyrinchium arenarium Poepp.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Sisyrinchium arenarium Poepp.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Sisyrinchium arenarium Poepp.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Sisyrinchium arenarium Poepp.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Sisyrinchium arenarium Poepp.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Sisyrinchium arenarium Poepp.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Sisyrinchium cuspidatum Poepp.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Solenomelus segethii (Phil.) Kuntze,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Solenomelus segethii (Phil.) Kuntze,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Solenomelus segethii (Phil.) Kuntze,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Stachys philippiana Vatke,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Stachys philippiana Vatke,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Stachys philippiana Vatke,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Stenodraba parvifolia (Phil.) O.E. Schulz,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Stenodraba parvifolia (Phil.) O.E. Schulz,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Tanacetum parthenium (L.) Sch. Bip.,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Tanacetum parthenium (L.) Sch. Bip.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Tanacetum parthenium (L.) Sch. Bip.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Taraxacum officinale F.H. Wigg.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Taraxacum officinale F.H. Wigg.,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Taraxacum officinale F.H. Wigg.,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Taraxacum officinale F.H. Wigg.,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Taraxacum officinale F.H. Wigg.,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,3200,-33.33060666666667,-70.245845,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
Taraxacum officinale F.H. Wigg.,Valle Nevado,3400,-33.31973666666667,-70.23846,2023-01-18
Taraxacum officinale F.H. Wigg.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Taraxacum officinale F.H. Wigg.,Valle Nevado,3600,-33.317598333333336,-70.234775,2022-12-29
Tetraglochin alatum (Gillies ex Hook. & Arn.) Kuntze,Valle Nevado,2400,-33.362905000000005,-70.28848166666667,2022-12-27
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,2300,-33.37005166666667,-70.28815666666667,2022-12-27
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,2600,-33.36002833333333,-70.26518166666666,2022-12-27
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,2700,-33.356698333333334,-70.25952,2022-12-29
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,2800,-33.35792,-70.25589833333333,2022-12-29
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,2900,-33.356605,-70.25098333333334,2022-12-28
Tristagma bivalve (Hook. ex Lindl.) Traub,Valle Nevado,3000,-33.344121666666666,-70.25376833333333,2022-12-28
Tropaeolum nubigenum Phil.,Valle Nevado,3500,-33.31304833333333,-70.23943833333334,2022-12-29
Tropaeolum polyphyllum Cav.,Valle Nevado,2500,-33.367423333333335,-70.27368166666666,2022-12-27
Viola philippii Leyb. var. philippii,Valle Nevado,3100,-33.343181666666666,-70.25412166666666,2022-12-28
Viola philippii Leyb. var. philippii,Valle Nevado,3300,-33.32741166666667,-70.24047666666667,2022-12-28
