occurrenceID,institutionCode,collectionID,collectionCode,catalogNumber,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,dateIdentified,identifiedBy,typeStatus,continent,country,stateProvince,locality,decimalLatitude,decimalLongitude,coordinatePrecision,verbatimElevation,basisOfRecord,eventDate,year,month,day,habitat,fieldNumber,recordedBy,taxonRemarks
1176,FRU,,,,,,,,Fabaceae,Chesneya,,trijuga,,Chesneya trijuga,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"басс. р. Исфайрам, ущ. Катта-Караганды",39.98,72.139,,1900,HerbariumSpecimen,8/21/1975,1975,8,21,,,"Айдарова, Судницына",
1177,FRU,,,,,,,,Fabaceae,Chesneya,,trijuga,,Chesneya trijuga,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"уроч. Кичик, в 5 км южнее Шахимардана",39.967,71.869,,1900,HerbariumSpecimen,5/26/1972,1972,5,26,,,Горбунова,
1178,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,denudata,Hippolytia senecionis var. denudata,Sennikov,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,"Osh Region, Chon-Alay District","Alay Range: Kök-Bel collective farm, Jumalay",40.239,72.939,,,HerbariumSpecimen,6/17/1934,1934,6,17,,,I. Vykhodtsev,
1179,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"At-Bashi Range, Tash-Rabat locality",40.829,75.296,,,HerbariumSpecimen,8/9/1986,1986,8,9,,,"R. Aydarova, K. Kasiev",
1180,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,"Osh Region, Chon-Alay District","Chon-Alay District, Alay Range: nothern-eastern slope, Kurundu-Su locality ",39.579,71.981,,,HerbariumSpecimen,8/1/1948,1948,8,1,,,Kashchenko,
1181,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,"Osh Region,  District","Alay Range, Kara-Tuma pass.",40.365,74.046,,,HerbariumSpecimen,8/26/1946,1946,8,26,,,Tkachenko,
1182,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,"Jalal-Abad Region, ","Uch-Terek District, Ispy plateau",41.625,72.934,,,HerbariumSpecimen,8/24/1946,1946,8,24,,,Tkachenko,
1183,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"eastern part of Aksay, Surteke",40.899,76.149,,,HerbariumSpecimen,8/19/1957,1957,8,19,,,Vinogradova,
1184,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"Aksay, slope to Bash-Kashkasu River, downstream",40.914,76.531,,,HerbariumSpecimen,8/10/1951,1951,8,10,,,unknown,
1185,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,"Osh Region, Toktogul District","Kanachuu River, Karala-Archa locality",41.516,73.592,,,HerbariumSpecimen,7/23/1986,1986,7,23,,,Arbaeva,
1186,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"Sonkul Lake, sai ",41.893,75.24,,,HerbariumSpecimen,7/22/1996,1996,7,22,,,Lazkov,
1187,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Alabuka District, Chatkal Range, Chapchama pass, on the ridge",41.536,70.808,,,HerbariumSpecimen,7/25/1960,1960,7,25,,,Ubukeeva,
1188,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"At-Bashi River valley, stony riverside",41.327,75.678,,,HerbariumSpecimen,,,7,29,,,Elizarova,
1189,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"At-Bashi District, At-Bashi River, upstream, Jany-Jer locality",41.314,76.588,,,HerbariumSpecimen,8/11/1987,1987,8,11,,,"Aydarova, Kashkaraeva",
1190,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"At-Bashi District, At-Bashi River, upstream, Ulan locality",41.334,76.738,,,HerbariumSpecimen,8/12/1987,1987,8,12,,,"Aydarova, Kashkaraeva",
1191,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Ala-Buka district, Chatkal Range (northern macroslope), Chon-Chaar-Tash locality, in belt of creeping juniper",41.704,71.032,,,HerbariumSpecimen,7/12/1960,1960,7,12,,,Ubukeeva,
1192,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,In vicinities of the pass in Chon-Tash gorge from Kok-Serek,41.352,70.962,,,HerbariumSpecimen,7/30/1945,1945,7,30,,,"L. I. Popova, V. I. Tkachenko",
1193,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Naryn Region,"Central Tien-Shan, Naryn Range, Burchan-Su River, subalpine meadow",41.398,76.381,,,HerbariumSpecimen,7/7/1953,1953,7,7,,,Kashchenko,
1194,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Frunze Region,"Susamyr, Keregetash locality, left riverside of Karakol Zapadny River southern-western slope, cereal-forb steppe ",42.253,74.222,,,HerbariumSpecimen,8/20/1952,1952,8,29,,,"Sharashova, Shihotov, Popova etc.",
1195,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Susamyr Range (easrtern slope), Boorteke depression ",41.962,73.293,,,HerbariumSpecimen,8/1/1960,1960,8,1,,,Botbaeva,
1196,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Sarykamysh Range, Kyzyl-Kul locality, southern slope, denudations ",41.765,73.729,,,HerbariumSpecimen,7/5/1961,1961,7,5,,,"Aydarova, Arbaeva, Ubukeeva",
1197,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Chui Region,"Kyrgyz Range, Tue-Ashu Pass., eastern expos., rocks",42.334,73.817,,,HerbariumSpecimen,8/10/1970,1970,8,10,,,Arbaeva,
1198,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Jangyzkyr Range, top, stony-gravel habitats",41.134,73.962,,,HerbariumSpecimen,7/23/1957,1957,7,23,,,"Aydarova, Ubukeeva",
1199,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Naryn District, Naryn River basin, Nura mountains, Chet-Nura River gorge, black earth slope",41.547,76.163,,,HerbariumSpecimen,7/31/1931,1931,7,31,,,"Sovetkina, Uspenskaya",
1200,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Fergana Range, Kara-Alma locality, nut-fruit forest",41.238,73.324,,,HerbariumSpecimen,8/10/1952,1952,8,10,,,Kashchenko,
1201,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Kemin Range, pass Ilyich-Novorossiyka",42.768,76.035,,,HerbariumSpecimen,7/27/1944,1944,7,27,,,,
1202,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Ak-Buura River basin, jailoo Ak-Tash, 2800 m",40.049,72.831,,,HerbariumSpecimen,7/5/1974,1974,7,5,,,"Aydarova, B.Sultanova, A.Mursaliev",
1203,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Naryn District, 7 km to southern-west from western end of Ala-Myshschyk Range ",41.418,75.772,,,HerbariumSpecimen,8/6/1937,1937,8,7,,,exp. Vychodtsev,
1204,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Alay Range, Kok-Suu River Basin, 3600 m, western slope, stony-steppe slope",39.781,73.785,,,HerbariumSpecimen,8/9/1989,1989,8,9,,,"Shmakov A. I., Ebel A.L., Kashcheev",
1205,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Ak-Tala District left side of Arpa River, watershed of Shilbi-sai and Adybay",40.801,74.306,,,HerbariumSpecimen,8/5/1987,1987,8,5,,,"Aydarova, Kashkaraeva",
1206,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Toguz-Toro District, Ak-Teke Range, north-western slope, subalpine belt",41.026,74.159,,,HerbariumSpecimen,8/3/1957,1957,8,3,,,"Aydarova, Ubukeeva",
1207,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Alabuka District, Chatkal Range (northern slope), Chon-Chaar-Tash, in the belt of creeping juniper ",41.716,70.94,,,HerbariumSpecimen,7/12/1960,1960,7,12,,,Ubukeeva,
1208,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Naryn District, Naryn River basin, Nura mountains, Chet-Nura gorge ",41.547,76.163,,,HerbariumSpecimen,7/31/1926,1926,7,31,,,"Sovetkina M., Uspenskaya M. ",
1209,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Osh Region,"Budalyk locality, 3000 m, creeping juniper with Ligularia meadow",40.273,73.558,,,HerbariumSpecimen,8/25/1947,1947,8,25,,,"Gusarova A. N., Khizhnikova",
1210,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Aksay syrts, eastern Ak-Say, Ak-Baytal locality, on alluvium, along riverbad",41.186,77.005,,,HerbariumSpecimen,8/12/1965,1965,8,12,,,Popova L.,
1211,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Aksay syrts, eastern Ak-Say, valley of Mudyuryum River, Kodzhegat mountains, Caragana communities",41.088,76.644,,,HerbariumSpecimen,,,,,,,,
1212,FRU,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,Kyzyl-Art,39.533,73.265,,,HerbariumSpecimen,8/11/1952,1952,8,11,,,Vovchenko,
1213,H,,,,,,,,Asteraceae,Hippolytia,,senecionis,senecionis,Hippolytia senecionis var. senecionis,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,Chüy Region,"Lowermost part of the southern side of Kyrgyz Ala-Too, slopes along Kichi-Korumdu [Кичи-Корумду] River",42.235,73.678,,,HerbariumSpecimen,7/25/2009,2009,7,25,"Small gorge on the right riverside, open rocky slopes along a brook",,"Sennikov, Alexander",
1214,LE,,,,,,,,Asteraceae,Hippolytia,,senecionis,megacephala,Hippolytia senecionis var. megacephala,,variety,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,Dschaman-daban Schlucht,40.925,74.725,,,HerbariumSpecimen,21/07/1867,1867,7,21,Mayenwand und höchste Stelle des Passes,,R.F. von der Osten-Sacken,
1215,FRU,,,,,,,,Asteraceae,Hippolytia,,tomentosa,,Hippolytia tomentosa,,species,01/01/2012,A.N.Sennikov,,Asia,Kyrgyzstan,,"Sürmö-Tash Nature Reserve, Isfairam-Say River Basin",39.8,71.96,,,HerbariumSpecimen,,2012,,,,,,
1216,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Ошская обл., Ферганский хр., Кировский лесхоз, Гумханское лнсничество, Курмайдан кыры",41.3252,72.916,,,HerbariumSpecimen,5/28/1973,1973,5,28,,,Takhtajan et al.,
1217,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Джалалал-Абадская обл., Базар-Курганский район, уроч. Курмайдан,  Гавинский лесхоз, скл. Западный",41.3252,72.916,,,HerbariumSpecimen,6/20/1956,1956,6,20,,,Lebedeva,
1218,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Ферганский хр., южн. скл., уроч. Тамчи-Булак, склон восточный",41.2586,72.8114,,,HerbariumSpecimen,6/4/1955,1955,6,4,,,Lebedeva,
1219,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Джалалал-Абадская обл., Базар-Курганский район, уроч. Тамчи-Булак",41.2586,72.8114,,,HerbariumSpecimen,6/4/1955,1955,6,4,,,Lebedeva,
1220,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Джалалал-Абадская обл., Базар-Курганский район, Ферганский хр., южн. скл., уроч. Тамчи-Булак, склон восточный",41.2586,72.8114,,,HerbariumSpecimen,6/4/1955,1955,6,4,,,"Lebedeva, Faleeva",
1221,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Джалалал-Абадская обл., Базар-Курганский район, Ферганский хр., уроч. Курмайдан, склон восточный, злаково-разнотравная лугостепь",41.3252,72.916,,,HerbariumSpecimen,6/6/1955,1955,6,6,,,"Lebedeva, Faleeva",
1222,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Басс. р. Кугарт, богарные посевы села Люблинского",41.124,73.292,,,HerbariumSpecimen,6/22/1929,1929,6,22,,,"Nikitina, Vykhodtsev",
1223,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Кирг. ССР,  Базар-Курганский район, сай Кара-Март",41.218,73.129,,,HerbariumSpecimen,7/22/1936,1936,7,22,,,Neustrueva,
1224,FRU,,,,,,,,Asteraceae,Rhaponticum,,integrifolium,,Rhaponticum integrifolium,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Предгорья южного макросклона Ферганского хр., Гавинский лесхоз, басс. среднего течения р. Шайдан, лугост. раст. нп склоне южн. эксп.",41.263,72.767,,,HerbariumSpecimen,6/3/1969,1969,6,3,,,Gorbunova,
1225,FRU,,,,,,,,Brassicaceae,Arabis,,montbretiana,,Arabis montbretiana,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,"Chatkal Range: Sary-Chelek, Bakaly",41.867,71.961,,,HerbariumSpecimen,5/15/1981,1981,5,15,,,"Aidarova, Kalmurzaeva",
1226,FRU,,,,,,,,Brassicaceae,Arabis,,montbretiana,,Arabis montbretiana,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,near Arkyt Village,41.803,71.958,,,HerbariumSpecimen,6/7/2010,2010,6,7,,,Lazkov,
1227,FRU,,,,,,,,Brassicaceae,Arabis,,montbretiana,,Arabis montbretiana,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,northern part of Mailuu-Suu Town,41.219,72.422,,,HerbariumSpecimen,5/27/1977,1977,5,27,,,Sultanova B.,
1228,FRU,,,,,,,,Fabaceae,Oxytropis,,leptophysa,,Oxytropis leptophysa,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"Kichi Alay Mts., Bel-Alma River south of Papan Village, 3820 m, 22.07.2022, G.Lazkov (FRU)",39.808,72.393,,3820,HerbariumSpecimen,7/22/2022,2022,7,22,,,Lazkov,
1229,FRU,,,,,,,,Fabaceae,Oxytropis,,leptophysa,,Oxytropis leptophysa,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"Geomüsh Pass, 3950 m, 06.07.2023, G.Lazkov & U.Neveraev (FRU)",39.766681,71.42643,,3950,HerbariumSpecimen,7/6/2023,2023,7,6,,,"Lazkov, Neveraev",
1230,Plantarium,,,,,,,,Fabaceae,Oxytropis,,leptophysa,,Oxytropis leptophysa,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Petrovsky peak,39.48,72.899,,4000,HumanObservation,7/5/2022,2022,7,5,,,Skotnikova,
1231,Plantarium,,,,,,,,Fabaceae,Oxytropis,,leptophysa,,Oxytropis leptophysa,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Achyk-Tash River,39.47,72.916,,3600,HumanObservation,7/4/2022,2022,7,4,,,Skotnikova,
1232,FRU,,,,,,,,Gentianaceae,Swertia,,dichotoma,,Swertia dichotoma,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"At-Bashy Range: Acha-Kayyingdy Village, Karajon Mts.",41.1,75.82,,3000,HerbariumSpecimen,5/29/2021,2021,5,29,,,Ganybaeva,
1233,FRU,,,,,,,,Huperziaceae,Huperzia,,selago,,Huperzia selago,,species,01/10/2024,A.N.Sennikov,,Asia,Kyrgyzstan,,Teskey Alatoo (N side): left side of Tüp River,42.57959,79.10796,,2400,HerbariumSpecimen,6/11/2024,2024,6,11,,,"Lazkov, Ganybaeva",
1234,FRU,,,,,,,,Iridaceae,Crocus,,korolkowii,,Crocus korolkowii,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Turkestan Range: Bulak-Bashy Village,40.003,69.566,,1000,HerbariumSpecimen,,2012,2,,,,Ganybaeva,
1235,FRU,,,,,,,,Iridaceae,Crocus,,korolkowii,,Crocus korolkowii,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,between Ravat Village and Kara-Suu Village,39.876,70.087,,1600,HerbariumSpecimen,2/4/2014,2014,2,4,,,Ganybaeva,
1236,FRU,,,,,,,,Iridaceae,Crocus,,korolkowii,,Crocus korolkowii,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,between Kara-Kamar [Suu-Bashy] Village and Ak-Suu Village,39.849,69.505,,1400,HerbariumSpecimen,2/19/2014,2014,2,19,,,Ganybaeva,
1237,iNaturalist,,,,,,,,Iridaceae,Iris,,austrotschatkalica,,Iris austrotschatkalica,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"Kök-Kyya Mts., right side of Eneö-Bulak River",41.485139,72.217528,,1000,HumanObservation,3/29/2021,2021,3,29,,,Naumenko,
1238,Plantarium,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Puteshestvennikov Pass,39.432,72.905,,3900,HumanObservation,7/6/2022,2022,7,6,,,Skotnikova,
1239,Plantarium,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Tengizbai Pass,39.673,72.157,,3900,HumanObservation,7/8/2023,2023,7,8,,,Gorbunov,
1240,FRU,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Kayyngdy River,39.754,70.815,,3200,HerbariumSpecimen,7/17/2022,2022,7,17,,,Lazkov,
1241,FRU,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Bel-Alma River south of Papan,39.808,72.3925,,4100,HerbariumSpecimen,7/22/2022,2022,7,22,,,Lazkov,
1242,FRU,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Geomüsh Pass,39.793,71.432,,,HerbariumSpecimen,7/10/2023,2023,7,10,,,"Lazkov, Neveraev",
1243,Plantarium,,,,,,,,Papaveraceae,Oreomecon,,involucrata,,Oreomecon involucrata,,species,01/01/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Lukovaya Polyana,39.455,72.9,,3800,HumanObservation,7/6/2022,2022,7,6,,,Skotnikova,
1244,FRU,,,,,,,,Plumbaginaceae,Psylliostachys,,suworowii,,Psylliostachys suworowii ,,species,01/10/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,Turkestan Range: between Vostochny Village and Kyzybaglan River,39.9434,69.78953,,1200,HerbariumSpecimen,5/27/2024,2024,5,27,,,"Lazkov, Ganybaeva",
1245,FRU,,,,,,,,Polygonaceae,Rheum,,turkestanicum,,Rheum turkestanicum,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,Turkestan Range: Samarkandek Village,40.011,70.547,,1200,HerbariumSpecimen,5/10/1978,1978,5,10,,,"Aidarova, Ubukeeva",
1246,FRU,,,,,,,,Polypodiaceae,Polystichum,,lonchitis,,Polystichum lonchitis,,species,01/10/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"Teskey Ala-Too: N side, Tüp River",42.57959,79.10796,,2400,HerbariumSpecimen,6/11/2024,2024,6,11,,,"Lazkov, Ganybaeva",
1247,FRU,,,,,,,,Polypodiaceae,Polystichum,,lonchitis,,Polystichum lonchitis,,species,01/10/2024,G.A.Lazkov,,Asia,Kyrgyzstan,,"Küngöy Ala-Too: S side, Kol-Tor ravine above the lake",42.8,78.695,,2600,HerbariumSpecimen,6/9/2024,2024,6,9,,,"Lazkov, Ganybaeva",
1248,Plantarium,,,,,,,,Ranunculaceae,Delphinium,,pavlovii,,Delphinium pavlovii,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,Solanaya Schel,42.75,74.85,,,HumanObservation,7/11/2009,2009,7,11,,,Lazkov,
1249,TASH,,,,,,,,Xanthorrhoeaceae,Eremurus,,comosus,,Eremurus comosus,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,Akterek,40.13,72.07,,1400,HerbariumSpecimen,5/16/1930,1930,5,16,,,Ioffe,
1250,FRU,,,,,,,,Xanthorrhoeaceae,Eremurus,,comosus,,Eremurus comosus,,species,01/01/2019,G.A.Lazkov,,Asia,Kyrgyzstan,,Turkestan Range: W of Isfana Village,39.838,69.49,,1400,HerbariumSpecimen,6/18/1968,1968,6,18,,,Ubukeeva et al.,
